SMILES,HeavyAtoms,NumBonds,NumRings,MW
CCCC(CCC)C(CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C(CCC)CCC)C(CCC)CCC)C5=O)C(CCC)CCC,62,68,7,839.2179999999993
CCCCC(CCCC)C(CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C(CCCC)CCCC)C(CCCC)CCCC)C5=O)C(CCCC)CCCC,70,76,7,951.4339999999988
CCCCCC(CCCCC)C(CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C(CCCCC)CCCCC)C(CCCCC)CCCCC)C5=O)C(CCCCC)CCCCC,78,84,7,1063.6499999999985
CCCCCCCC(C(CCCCCC)n1ccnc1)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)C(CCCCCC)n1ccnc1)C5=O,70,78,9,943.2899999999992
O=C1NC(=O)c2c3ccccc3c3c4c2c1ccc4c1ccc2c4c(c5ccccc5c3c41)C(=O)NC2=O,38,46,9,490.4740000000003
CCCCC(CCCC)C(CO)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CO)C(CCCC)CCCC)C5=O,56,62,7,758.9999999999998
CCCCC(CCCC)C(CO)CN1C(=O)c2ccc3c4ccc5c6c(cc(OC)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CO)C(CCCC)CCCC)C5=O,58,64,7,789.0259999999997
CCCCc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(CCCC)cc2)C6=O)cc1,50,58,9,654.7660000000001
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCS(=O)(=O)O)c64)C(=O)N(CCS(=O)(=O)O)C5=O,42,48,7,606.5900000000004
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCN1CCCC1)c64)C(=O)N(CCN1CCCC1)C5=O,44,52,9,584.676
CCOC(=O)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(=O)OCC)C5=O,42,48,7,562.5340000000003
CCCCCCCCC(CCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O,64,70,7,867.2719999999991
O=C1c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O,56,66,11,738.8400000000005
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CO)c64)C(=O)N(CO)C5=O,34,40,7,450.40600000000023
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(-c5ccc(C=O)cc5)cc5c6c(ccc(c7c(-c8ccc(C=O)cc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,70,80,11,919.09
COc1ccc(-c2cc3c4c(ccc5c6c(-c7ccc(OC)cc7)cc7c8c(ccc(c2c45)c86)C(=O)N(c2c(C(C)C)cccc2C(C)C)C7=O)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)cc1,70,80,11,923.122
CC(C)(CO)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C)(C)CO)C5=O,42,48,7,562.6220000000004
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(-c5ccccc5)cc5c6c(ccc(c7c(-c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,66,76,11,863.07
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(Oc5ccc(CCN)cc5)cc5c6c(ccc(c7c(Oc8ccc(CCN)cc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,74,84,11,981.2059999999996
O=C(O)c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(C(=O)O)cc2)C6=O)cc1,48,56,9,630.5680000000003
Cc1cccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cccc(C)c2)C6=O)c1,44,52,9,570.6040000000003
CC(C)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C)C)C5=O,38,44,7,502.57000000000033
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1cc(S(=O)(=O)O)cc(S(=O)(=O)O)c1)c64)C(=O)N(c1cc(S(=O)(=O)O)cc(S(=O)(=O)O)c1)C5=O,58,66,9,862.8060000000004
NCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCN)C5=O,40,46,7,532.6000000000004
NCCOCCOCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCOCCOCCN)C5=O,48,54,7,652.704
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCCCCCO)c64)C(=O)N(CCCCCCO)C5=O,44,50,7,590.6760000000002
Cc1cccc(CCN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(CCc2cccc(C)c2)C6=O)c1,48,56,9,626.7120000000003
CCN(CC)CCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCN(CC)CC)C5=O,46,52,7,616.7620000000001
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(S(=O)(=O)O)cc1)c64)C(=O)N(c1ccc(S(=O)(=O)O)cc1)C5=O,50,58,9,702.6780000000006
CCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCC)C5=O,50,56,7,670.8939999999997
CCN(CC)CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCN(CC)CC)C5=O,44,50,7,588.7080000000002
CC[N+](C)(CC)CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC[N+](C)(CC)CC)C5=O,46,52,7,618.778
C[N+](C)(C)CCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCC[N+](C)(C)C)C5=O,44,50,7,590.7240000000003
CCCCCCCC(CCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,60,66,7,811.1639999999993
CCCCCCCCCCC(CCCCCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCCCCC)CCCCCCCCCC)C5=O,72,78,7,979.4879999999988
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(O)cc1)c64)C(=O)N(c1ccc(O)cc1)C5=O,44,52,9,574.5480000000005
CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC)C5=O,34,40,7,446.4620000000003
O=C1c2ccc3c4c(N5CCCCC5)cc5c6c(ccc(c7c(N8CCCCC8)cc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O,54,64,11,720.9139999999996
NCCCNCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCNCCCN)C5=O,46,52,7,618.7379999999999
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCCO)c64)C(=O)N(CCCO)C5=O,38,44,7,506.5140000000004
CC(O)CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(C)O)C5=O,38,44,7,506.5140000000003
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCOCCO)c64)C(=O)N(CCOCCO)C5=O,42,48,7,566.5660000000004
CC(c1ccccc1)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCc1ccccc1)C5=O,46,54,9,598.6580000000004
CCCCCCC#Cc1cc2c3c(ccc4c5c(C#CCCCCCC)cc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,58,66,9,771.014
CNCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCNC)C5=O,40,46,7,532.6000000000004
CC(C)C(C(C)C)N1C(=O)c2ccc3c4ccc5c6c(cc(N7CCCCC7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C(C)C)C(C)C)C5=O,50,57,8,669.8659999999999
CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(cc(N7CCCCC7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,46,53,8,613.758
Cc1ccc(C(C)(C)C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C(C)(C)C)ccc2C)C6=O)c1,52,60,9,682.82
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1COCO)c64)C(=O)N(COCO)C5=O,38,44,7,510.45800000000037
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1Cc1ccncc1)c64)C(=O)N(Cc1ccncc1)C5=O,44,52,9,572.5800000000003
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCCCO)c64)C(=O)N(CCCCO)C5=O,40,46,7,534.5680000000004
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1Cc1cccc2ccccc12)c64)C(=O)N(Cc1cccc2ccccc12)C5=O,52,62,11,670.7240000000002
O=C1c2ccc3c4ccc5c6c(cc7c(c8c(cc(c2c38)C(=O)N1CCc1ccccc1)S7(=O)=O)c64)C(=O)N(CCc1ccccc1)C5=O,49,58,10,660.7070000000001
Cc1ccc(CCN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(CCc2ccc(C)cc2)C6=O)cc1,48,56,9,626.7120000000003
Cc1ccccc1CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCc1ccccc1C)C5=O,48,56,9,626.7120000000003
Cc1ccc(CN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(Cc2ccc(C)cc2)C6=O)cc1,46,54,9,598.6580000000002
Cc1cccc(CN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(Cc2cccc(C)c2)C6=O)c1,46,54,9,598.6580000000002
C[n+]1ccc(CCN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(CCc2cc[n+](C)cc2)C6=O)cc1,48,56,9,630.7040000000003
C[n+]1ccc(CN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(Cc2cc[n+](C)cc2)C6=O)cc1,46,54,9,602.6500000000003
COc1cccc(CCN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(CCc2cccc(OC)c2)C6=O)c1,50,58,9,658.7100000000003
COc1ccccc1CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCc1ccccc1OC)C5=O,50,58,9,658.7100000000003
COc1cccc(CN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(Cc2cccc(OC)c2)C6=O)c1,48,56,9,630.6560000000003
COc1ccccc1CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(Cc1ccccc1OC)C5=O,48,56,9,630.6560000000003
COCCOCC(C)(C)OC(=O)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(=O)OC(C)(C)COCCOC)C5=O,54,60,7,738.746
C=CC(=O)OCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCOC(=O)C=C)C5=O,52,58,7,698.7719999999998
C=CC(=O)OCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCOC(=O)C=C)C5=O,46,52,7,614.6100000000002
C=CC(=O)OCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCOC(=O)C=C)C5=O,44,50,7,586.5560000000003
C=CC(=O)OCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(COC(=O)C=C)C5=O,42,48,7,558.5020000000003
C=C(C)C(=O)OCCCCCN1C(=O)c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCOC(=O)C(=C)C)C5=O,66,74,9,882.9659999999999
Cc1cc2c3c(cc(C)c4c5c(C)cc6c7c(cc(C)c(c1c34)c75)C(=O)N(c1ccccc1)C6=O)C(=O)N(c1ccccc1)C2=O,46,54,9,598.6580000000002
CC(C)c1ccc(C(C)C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C(C)C)ccc2C(C)C)C6=O)c1,54,62,9,710.874
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(Oc5ccc(CCO)cc5)cc5c6c(ccc(c7c(Oc8ccc(CCO)cc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,74,84,11,983.1739999999999
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc([N+](=O)[O-])cc1)c64)C(=O)N(c1ccc([N+](=O)[O-])cc1)C5=O,48,56,9,632.5440000000003
Cc1cc2c3c(cc(C)c4c5c(C)cc6c7c(cc(C)c(c1c34)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,58,66,9,766.982
Cc1cc2c3c(cc(C)c4c5c(C)cc6c7c(cc(C)c(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,36,42,7,474.5160000000003
CCc1ccc(CC)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(CC)ccc2CC)C6=O)c1,50,58,9,654.7660000000001
NCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CN)C5=O,34,40,7,448.4380000000003
Cc1ccc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)ccc2C)C6=O)c1,46,54,9,598.6580000000002
Cc1cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)c(C)cc2C)C6=O)cc1C,48,56,9,626.7120000000001
CC(C)c1cccc(C(C)C)c1Oc1cc2c3c(ccc4c5c(Oc6c(C(C)C)cccc6C(C)C)cc6c7c(ccc(c1c34)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,80,90,11,1063.3919999999996
CCCCC(C)N1C(=O)c2ccc3c4c(C#N)cc5c6c(ccc(c7c(C#N)cc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,46,52,7,608.6980000000002
CCCCC=Cc1cc2c3c(ccc4c5c(C=CCCCC)cc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,54,62,9,718.9380000000001
CCCCCCc1cc2c3c(ccc4c5c(CCCCCC)cc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,54,62,9,722.9700000000001
CCCCCCCCC(=S)NN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(NC(=S)CCCCCCCC)C5=O,52,58,7,732.9719999999998
Cc1c2c3c(c(C)c(C)c4c5c(C)c(C)c6c7c(c(C)c(C)c(c(c1C)c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,40,46,7,530.6240000000003
CC(C)(C)c1cccc(C(C)(C)C)c1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)(C)C)cccc1C(C)(C)C)C5=O,58,66,9,766.9819999999999
NN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(N)C5=O,32,38,7,420.3840000000002
Cc1cc2c3c(ccc4c5c(C)cc6c7c(ccc(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,34,40,7,446.4620000000002
O=C(Oc1cc2c3c(ccc4c5ccc6c7c(ccc(c1c34)c75)C(=O)NC6=O)C(=O)NC2=O)C(=O)C(O)CO,39,45,7,522.4250000000003
CC1(C)C2CCC1(CS(=O)(=O)ON1C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C1=O)c75)C(=O)N(OS(=O)(=O)CC13CCC(CC1=O)C3(C)C)C6=O)C(=O)C2,60,70,11,850.9239999999999
Cc1cc(C)cc(-c2c3c4c(ccc5c6ccc7c8c(ccc(c(c2-c2cc(C)cc(C)c2)c45)c86)C(=O)NC7=O)C(=O)NC3=O)c1,46,54,9,598.6580000000002
CCCCC#Cc1cc2c3c(ccc4c5c(C#CCCCC#N)cc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,55,63,9,725.8890000000001
Cc1cc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C)c(C)c(C)c2C)C6=O)c(C)c(C)c1C,50,58,9,654.7660000000001
O=C1NC(=O)c2ccc3c4c(-c5ccccc5)c(-c5ccccc5)c5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,42,50,9,542.5500000000002
CCCCC=Cc1cc2c3c(ccc4c5c(C=CCCCC)cc6c7c(ccc(c1c34)c75)C(=O)N(c1cc(C)cc(C)c1)C6=O)C(=O)N(c1cc(C)cc(C)c1)C2=O,58,66,9,762.95
Nc1ccccc1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccccc1N)C5=O,44,52,9,572.5800000000002
CCc1cc2c3c(ccc4c5c(CC)cc6c7c(ccc(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,36,42,7,474.5160000000003
CCc1cccc(CC)c1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(CC)cccc1CC)C5=O,50,58,9,654.7660000000001
CCCCC(CCCC)(CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CCCC)(CCCC)c1ccccc1)C5=O)c1ccccc1,62,70,9,823.0899999999997
CCC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CC)C5=O,38,44,7,502.57000000000033
CCCCCCCNN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(NCCCCCCC)C5=O,46,52,7,616.762
CCCCCCCCOc1cc2c3c(ccc4c5c(OCCCCCCCC)cc6c7c(ccc(c1c34)c75)C(=O)N(CCCCC)C6=O)C(=O)N(CCCCC)C2=O,58,64,7,787.0539999999999
[C-]#[N+]c1cc2c3c(cc(C#N)c4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,36,42,7,468.4280000000003
[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,36,42,7,468.4280000000002
CN1C(=O)c2ccc3c4ccc5c6c(c7ccccc7c(c64)c4c6ccccc6c(c2c34)C1=O)C(=O)N(C)C5=O,40,48,9,518.5280000000004
CN1C(=O)c2ccc3c4c2c(c2ccccc2c4c2ccc4c5c(c6ccccc6c3c52)C(=O)N(C)C4=O)C1=O,40,48,9,518.5280000000004
CC(C)Cc1ccc(C(C)(C)C)cc1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1cc(C(C)(C)C)ccc1CC(C)C)C5=O,58,66,9,766.9819999999999
C=CCCCCCCCCC(CCCCCCCCC=C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCCCC=C)CCCCCCCCC=C)C5=O,72,78,7,971.423999999999
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCOCCOCCOCCOc1cccnc1)c64)C(=O)N(CCOCCOCCOCCOc1cccnc1)C5=O,66,74,9,896.9499999999996
CS(=O)(=O)OCCOCCOCCOCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCOCCOCCOCCOS(C)(=O)=O)C5=O,62,68,7,898.9619999999998
CC(=O)SCCOCCOCCOCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCOCCOCCOCCSC(C)=O)C5=O,60,66,7,858.9879999999997
O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCOCCOCCOCCO)c64)C(=O)N(CCOCCOCCOCCO)C5=O,54,60,7,742.778
CC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)C)C5=O,36,42,7,474.51600000000025
[C-]#[N+]c1cc2c3c(cc([N+]#[C-])c4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(C(CCCCCCC)CCCCCCC)C6=O)C(=O)N(C(CCCCCCC)CCCCCCC)C2=O,64,70,7,861.1839999999992
CC(C)N1C(=O)c2ccc3c4c(C#N)cc5c6c(cc(C#N)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)C)C5=O,40,46,7,524.5360000000003
[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(C(C)C)C6=O)C(=O)N(C(C)C)C2=O,40,46,7,524.5360000000003
[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(C(CCCCCCC)CCCCCCC)C6=O)C(=O)N(C(CCCCCCC)CCCCCCC)C2=O,64,70,7,861.1839999999992
CN(C)c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(N(C)C)cc2)C6=O)cc1,48,56,9,628.6880000000001
CCCCCCCCN1C(=O)c2c(CCc3ccccc3)cc3c4cc(CCc5ccccc5)c5c6c(c(CCc7ccccc7)cc(c7cc(CCc8ccccc8)c(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,78,88,11,1031.3939999999996
CCC(CC)N1C(=O)c2ccc3c4c(OCCOC)cc5c6c(ccc(c7c(C#Cc8ccc(-c9cc(-c%10ccccn%10)nc(-c%10ccccn%10)c9)cc8)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,71,81,11,936.0809999999998
CCCCC(C)N1C(=O)c2ccc3c4c(-c5cc6c(s5)-c5sc(C)cc5C65OCCO5)cc5c6c(ccc(c7c(C)cc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,59,69,11,821.033
CCCCC(C)N1C(=O)c2ccc3c4c(-c5cc6c(s5)-c5sc(C)cc5C6=O)cc5c6c(ccc(c7c(C)cc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,56,65,10,776.9800000000001
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8cccs8)s7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,64,74,11,875.128
[C-]#[N+]c1cc2c3c(cc(C)c4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,35,41,7,457.4450000000002
[C-]#[N+]c1cc2c3c(ccc4c5c(C)cc6c7c(ccc(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,35,41,7,457.4450000000002
CCCCC#Cc1cc2c3c(ccc4c5c(C#CCCCC)cc6c7c(ccc(c1c34)c75)C(=O)N(CC(CC)CCCC)C6=O)C(=O)N(CC(CC)CCCC)C2=O,58,64,7,775.0459999999999
CCCCCCCCc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(CCCCCCCC)cc2)C6=O)cc1,58,66,9,766.9819999999997
CCCCCCC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CCCCCC)C5=O,46,52,7,614.786
CCCCCC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CCCCC)C5=O,44,50,7,586.7320000000001
CCCCCCCC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CCCCCCC)C5=O,48,54,7,642.8399999999998
CCCCC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,42,48,7,558.6780000000002
CCCCCCC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CCCCCC)C5=O,46,52,7,614.786
CCCCCC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CCCCC)C5=O,44,50,7,586.7320000000001
CC(C)CC(C)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CC(C)C)C5=O,42,48,7,558.6780000000002
[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(C(C)CCCC)C6=O)C(=O)N(C(C)CCCC)C2=O,46,52,7,608.6980000000002
CCCc1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(CCC)cccc1C(C)C)C5=O,68,78,11,895.068
