SMILES,Reason
C1=CC=C(C=C1)OC2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)OC8=CC=CC=C8)C3=O,PDI core not found
C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCC(=O)O)C(=O)N(C2=O)CCC(=O)O,PDI core not found
C1CC(OC1)CN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CC6CCCO6)C2=O,PDI core not found
COCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCOC)C1=O,PDI core not found
CC1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)NC5=O)C2=O,PDI core not found
CC1=CC(=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=C(C=C6)C)C)C2=O)C,PDI core not found
C1=CC=C(C=C1)NC2=C3C4=C(C=CC5=C4C(=C2)C(=O)N(C5=O)C6=CC=CC=C6)C(=O)N(C3=O)C7=CC=CC=C7,PDI core not found
CC1=CC(=C(C=C1)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=CC(=C6)C)C)C2=O,PDI core not found
C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)C5=CC(=CC(=C5)C(=O)O)C(=O)O)C(=O)N(C2=O)C6=CC(=CC(=C6)C(=O)O)C(=O)O,PDI core not found
CC1=C(C(=CC=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC(=C6C)C)C2=O)C,PDI core not found
CC1=C(C=C(C=C1)C(C)(C)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=CC(=C6)C(C)(C)C)C)C2=O,PDI core not found
CC(C)(C)C1=CC=CC=C1N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6C(C)(C)C)C2=O,PDI core not found
CC(C)(C)C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)C(C)(C)C)C2=O,PDI core not found
CCCCCCC(CCCCCC)(CCCCCC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(CCCCCC)(CCCCCC)CCCCCC)C1=O,PDI core not found
CCCCC(CCCC)(CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(CCCC)(CCCC)C5=CC=CC=C5)C1=O)C6=CC=CC=C6,PDI core not found
CCCCCC(C)(C)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(C)(C)CCCCC)C1=O,PDI core not found
CCC(CC)(CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(CC)(CC)C5=CC=CC=C5)C1=O)C6=CC=CC=C6,PDI core not found
CC(C)(C)C1=CC(=C(C=C1)C(C)(C)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=CC(=C6)C(C)(C)C)C(C)(C)C)C2=O,PDI core not found
CCC(C)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C(C)CC)C1=O,PDI core not found
CCCC(C)(CCC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(C)(CCC)CCC)C1=O,PDI core not found
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC=C7C(=O)C8=CC=CC=C8)C3=O,PDI core not found
C1CCCC(CCC1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6CCCCCCC6)C2=O,PDI core not found
C1=CC2=CC(=C1)OC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)C5=CC=C(C=C5)S(=O)(=O)C6=CC=C(C=C6)OC7=CC=CC(=C7)N8C(=O)C9=C1C(=CC=C3C1=C(C=C9)C(=O)N2C3=O)C8=O,PDI core not found
C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)N5C=NN=C5)C(=O)N(C2=O)N6C=NN=C6,PDI core not found
